,Entity,Code,Day,retail_and_recreation,grocery_and_pharmacy,residential,transit_stations,parks,workplaces
0,Indonesia,IDN,2020-02-17,-2.667,-3.0,1.333,-1.333,-7.333,3.333
1,Indonesia,IDN,2020-02-18,-2.75,-2.75,1.25,-0.75,-6.5,3.0
2,Indonesia,IDN,2020-02-19,-2.8,-3.0,1.2,-0.6,-5.8,2.6
3,Indonesia,IDN,2020-02-20,-2.667,-2.667,1.167,0.167,-5.0,2.333
4,Indonesia,IDN,2020-02-21,-2.571,-2.714,1.143,0.429,-5.0,2.714
5,Indonesia,IDN,2020-02-22,-2.286,-2.429,1.0,0.429,-4.571,2.714
6,Indonesia,IDN,2020-02-23,-2.143,-2.143,0.857,0.429,-4.286,2.857
7,Indonesia,IDN,2020-02-24,-2.0,-2.0,0.857,0.429,-3.857,3.0
8,Indonesia,IDN,2020-02-25,-2.286,-2.0,1.143,-0.571,-4.143,2.429
9,Indonesia,IDN,2020-02-26,-2.143,-1.571,1.0,-0.571,-4.143,2.714
10,Indonesia,IDN,2020-02-27,-1.857,-1.143,0.857,-0.857,-4.429,3.143
11,Indonesia,IDN,2020-02-28,-1.429,-0.286,0.857,-0.714,-4.429,3.143
12,Indonesia,IDN,2020-02-29,-1.143,0.571,0.857,-0.286,-4.714,3.286
13,Indonesia,IDN,2020-03-01,-0.714,1.429,0.857,0.286,-5.143,3.286
14,Indonesia,IDN,2020-03-02,0.286,3.571,0.714,0.857,-4.571,3.429
15,Indonesia,IDN,2020-03-03,1.429,5.286,0.286,2.0,-4.0,4.429
16,Indonesia,IDN,2020-03-04,1.714,6.0,0.429,1.857,-4.286,4.571
17,Indonesia,IDN,2020-03-05,2.286,6.857,0.429,2.0,-4.0,4.571
18,Indonesia,IDN,2020-03-06,2.429,7.0,0.429,2.0,-3.714,4.714
19,Indonesia,IDN,2020-03-07,2.571,7.0,0.429,1.857,-3.286,4.714
20,Indonesia,IDN,2020-03-08,2.571,6.857,0.429,1.714,-2.714,4.857
21,Indonesia,IDN,2020-03-09,2.143,5.571,0.571,1.429,-2.857,4.857
22,Indonesia,IDN,2020-03-10,2.143,5.0,0.714,1.286,-2.286,4.714
23,Indonesia,IDN,2020-03-11,2.571,5.143,0.714,1.571,-1.286,4.714
24,Indonesia,IDN,2020-03-12,2.286,4.429,0.857,1.286,-1.143,4.714
25,Indonesia,IDN,2020-03-13,2.286,4.286,0.857,1.0,-1.0,4.714
26,Indonesia,IDN,2020-03-14,1.571,3.857,1.0,-0.143,-1.286,4.571
27,Indonesia,IDN,2020-03-15,0.429,3.714,1.286,-1.714,-2.429,4.571
28,Indonesia,IDN,2020-03-16,-0.857,3.571,1.857,-3.571,-3.429,2.714
29,Indonesia,IDN,2020-03-17,-2.571,2.857,2.571,-6.0,-5.143,0.286
30,Indonesia,IDN,2020-03-18,-4.571,2.143,3.571,-9.143,-7.143,-2.571
31,Indonesia,IDN,2020-03-19,-7.143,1.0,4.714,-13.0,-9.571,-5.571
32,Indonesia,IDN,2020-03-20,-10.143,-0.429,6.0,-17.571,-12.286,-9.0
33,Indonesia,IDN,2020-03-21,-13.143,-1.571,7.143,-21.571,-15.714,-11.286
34,Indonesia,IDN,2020-03-22,-16.714,-4.143,8.143,-25.857,-19.571,-12.857
35,Indonesia,IDN,2020-03-23,-19.571,-6.143,9.286,-30.0,-22.0,-15.571
36,Indonesia,IDN,2020-03-24,-22.429,-7.857,10.286,-33.714,-24.286,-18.143
37,Indonesia,IDN,2020-03-25,-26.286,-10.714,12.143,-38.143,-27.0,-24.286
38,Indonesia,IDN,2020-03-26,-28.857,-12.429,13.0,-41.0,-28.857,-26.714
39,Indonesia,IDN,2020-03-27,-31.286,-13.857,13.857,-43.571,-30.714,-28.857
40,Indonesia,IDN,2020-03-28,-34.0,-16.0,14.714,-46.0,-33.0,-30.571
41,Indonesia,IDN,2020-03-29,-36.143,-17.714,15.429,-47.714,-34.857,-31.714
42,Indonesia,IDN,2020-03-30,-37.429,-18.857,15.857,-49.143,-35.857,-32.714
43,Indonesia,IDN,2020-03-31,-38.286,-19.571,16.143,-50.143,-36.714,-33.286
44,Indonesia,IDN,2020-04-01,-37.286,-18.143,15.286,-49.714,-36.286,-29.857
45,Indonesia,IDN,2020-04-02,-37.143,-17.571,15.429,-50.286,-36.143,-30.0
46,Indonesia,IDN,2020-04-03,-37.0,-17.571,15.571,-50.857,-36.143,-30.143
47,Indonesia,IDN,2020-04-04,-36.714,-17.571,15.571,-51.429,-36.0,-30.429
48,Indonesia,IDN,2020-04-05,-36.143,-17.143,15.429,-52.0,-35.714,-30.714
49,Indonesia,IDN,2020-04-06,-35.857,-17.143,15.429,-52.429,-35.571,-30.714
50,Indonesia,IDN,2020-04-07,-35.571,-17.143,15.429,-52.714,-35.286,-30.714
51,Indonesia,IDN,2020-04-08,-36.0,-18.143,15.429,-53.143,-35.571,-30.857
52,Indonesia,IDN,2020-04-09,-35.714,-18.143,15.286,-53.143,-35.429,-30.857
53,Indonesia,IDN,2020-04-10,-36.857,-19.714,16.286,-54.714,-35.857,-34.571
54,Indonesia,IDN,2020-04-11,-37.286,-20.286,16.571,-55.429,-36.0,-35.286
55,Indonesia,IDN,2020-04-12,-37.714,-20.714,16.714,-55.857,-36.0,-35.286
56,Indonesia,IDN,2020-04-13,-37.571,-20.571,16.857,-56.143,-35.714,-35.429
57,Indonesia,IDN,2020-04-14,-37.714,-21.0,17.0,-56.571,-35.571,-35.571
58,Indonesia,IDN,2020-04-15,-37.857,-21.286,17.286,-57.0,-35.429,-35.571
59,Indonesia,IDN,2020-04-16,-38.286,-22.0,17.571,-57.857,-35.571,-35.714
60,Indonesia,IDN,2020-04-17,-37.571,-21.286,16.714,-57.0,-35.286,-32.143
61,Indonesia,IDN,2020-04-18,-37.571,-21.429,16.429,-56.857,-35.286,-31.286
62,Indonesia,IDN,2020-04-19,-37.429,-21.286,16.286,-56.714,-35.143,-30.857
63,Indonesia,IDN,2020-04-20,-37.571,-21.286,16.143,-56.714,-35.143,-30.714
64,Indonesia,IDN,2020-04-21,-37.714,-21.286,16.143,-56.857,-35.429,-30.714
65,Indonesia,IDN,2020-04-22,-37.571,-20.857,15.857,-56.571,-35.286,-30.714
66,Indonesia,IDN,2020-04-23,-37.286,-19.714,15.571,-55.714,-35.143,-30.857
67,Indonesia,IDN,2020-04-24,-38.857,-20.714,16.143,-56.571,-36.571,-32.0
68,Indonesia,IDN,2020-04-25,-39.857,-21.286,16.714,-57.429,-37.571,-32.857
69,Indonesia,IDN,2020-04-26,-41.0,-22.429,17.286,-58.571,-38.857,-33.429
70,Indonesia,IDN,2020-04-27,-42.286,-23.714,17.714,-59.429,-40.143,-33.714
71,Indonesia,IDN,2020-04-28,-43.429,-24.714,18.0,-60.286,-41.143,-34.0
72,Indonesia,IDN,2020-04-29,-44.571,-25.857,18.429,-61.286,-42.286,-34.143
73,Indonesia,IDN,2020-04-30,-45.714,-27.143,18.857,-62.429,-43.286,-34.0
74,Indonesia,IDN,2020-05-01,-45.0,-26.143,19.286,-62.857,-42.857,-36.286
75,Indonesia,IDN,2020-05-02,-44.429,-25.429,19.143,-62.571,-42.429,-36.0
76,Indonesia,IDN,2020-05-03,-43.714,-24.571,19.0,-62.143,-42.0,-35.429
77,Indonesia,IDN,2020-05-04,-43.0,-23.571,18.857,-61.857,-41.429,-35.286
78,Indonesia,IDN,2020-05-05,-42.429,-22.571,18.857,-61.429,-40.857,-35.0
79,Indonesia,IDN,2020-05-06,-41.857,-21.714,18.857,-61.143,-40.429,-34.857
80,Indonesia,IDN,2020-05-07,-42.429,-21.571,19.714,-61.714,-40.714,-38.0
81,Indonesia,IDN,2020-05-08,-42.429,-21.0,18.857,-60.571,-40.571,-34.571
82,Indonesia,IDN,2020-05-09,-42.714,-20.714,18.714,-60.143,-40.857,-34.286
83,Indonesia,IDN,2020-05-10,-42.714,-20.0,18.571,-59.714,-40.714,-34.0
84,Indonesia,IDN,2020-05-11,-42.857,-19.286,18.571,-59.143,-41.0,-33.857
85,Indonesia,IDN,2020-05-12,-42.714,-18.429,18.571,-58.571,-40.857,-33.714
86,Indonesia,IDN,2020-05-13,-42.571,-17.571,18.429,-58.0,-40.714,-33.429
87,Indonesia,IDN,2020-05-14,-41.429,-16.429,17.429,-56.714,-40.0,-30.0
88,Indonesia,IDN,2020-05-15,-40.286,-15.0,17.0,-56.0,-39.0,-29.571
89,Indonesia,IDN,2020-05-16,-38.714,-13.0,16.714,-55.143,-37.714,-29.0
90,Indonesia,IDN,2020-05-17,-37.571,-11.571,16.571,-54.429,-37.143,-28.429
91,Indonesia,IDN,2020-05-18,-36.714,-10.714,16.429,-54.143,-36.571,-28.286
92,Indonesia,IDN,2020-05-19,-35.429,-8.714,16.143,-53.286,-35.714,-28.143
93,Indonesia,IDN,2020-05-20,-33.857,-6.571,16.0,-52.286,-34.571,-28.143
94,Indonesia,IDN,2020-05-21,-32.143,-3.429,16.429,-51.429,-33.0,-31.429
95,Indonesia,IDN,2020-05-22,-30.857,-1.143,16.857,-50.714,-31.857,-33.429
96,Indonesia,IDN,2020-05-23,-30.571,0.857,17.0,-50.143,-30.857,-35.857
97,Indonesia,IDN,2020-05-24,-32.143,-1.571,16.0,-50.429,-30.143,-38.143
98,Indonesia,IDN,2020-05-25,-33.143,-2.571,16.286,-51.143,-27.857,-43.429
99,Indonesia,IDN,2020-05-26,-34.143,-4.429,16.286,-52.0,-26.857,-45.429
100,Indonesia,IDN,2020-05-27,-35.0,-6.0,16.286,-52.857,-26.286,-46.571
101,Indonesia,IDN,2020-05-28,-36.143,-8.857,15.714,-53.571,-26.571,-43.857
102,Indonesia,IDN,2020-05-29,-37.0,-11.429,15.429,-54.429,-27.143,-42.286
103,Indonesia,IDN,2020-05-30,-37.286,-13.857,15.143,-55.0,-27.286,-40.0
104,Indonesia,IDN,2020-05-31,-35.286,-11.429,15.714,-54.286,-26.286,-37.286
105,Indonesia,IDN,2020-06-01,-33.571,-10.0,15.857,-53.571,-26.429,-35.286
106,Indonesia,IDN,2020-06-02,-32.286,-8.857,15.429,-52.429,-26.714,-32.429
107,Indonesia,IDN,2020-06-03,-31.571,-8.286,15.143,-51.571,-26.857,-30.571
108,Indonesia,IDN,2020-06-04,-30.857,-7.857,14.857,-50.857,-26.714,-29.143
109,Indonesia,IDN,2020-06-05,-30.429,-7.571,14.571,-50.143,-26.571,-27.857
110,Indonesia,IDN,2020-06-06,-29.571,-7.143,14.429,-49.429,-26.143,-26.857
111,Indonesia,IDN,2020-06-07,-28.857,-6.714,14.286,-48.857,-25.429,-26.571
112,Indonesia,IDN,2020-06-08,-28.286,-6.571,13.286,-47.714,-26.143,-22.0
113,Indonesia,IDN,2020-06-09,-28.143,-7.0,13.286,-47.429,-26.143,-21.571
114,Indonesia,IDN,2020-06-10,-27.714,-7.0,13.143,-46.857,-25.857,-21.0
115,Indonesia,IDN,2020-06-11,-27.143,-7.0,13.143,-46.429,-25.571,-20.571
116,Indonesia,IDN,2020-06-12,-26.571,-7.0,13.0,-45.857,-25.143,-20.143
117,Indonesia,IDN,2020-06-13,-26.143,-7.0,12.857,-45.286,-24.571,-19.857
118,Indonesia,IDN,2020-06-14,-25.714,-7.0,12.714,-44.714,-23.714,-19.571
119,Indonesia,IDN,2020-06-15,-25.286,-7.0,12.714,-44.143,-23.571,-19.429
120,Indonesia,IDN,2020-06-16,-24.714,-6.714,12.571,-43.571,-23.143,-19.286
121,Indonesia,IDN,2020-06-17,-24.429,-6.857,12.429,-43.143,-23.143,-19.143
122,Indonesia,IDN,2020-06-18,-24.286,-7.143,12.143,-42.714,-23.286,-19.0
123,Indonesia,IDN,2020-06-19,-24.0,-7.286,12.0,-42.286,-23.286,-19.0
124,Indonesia,IDN,2020-06-20,-23.571,-7.143,11.714,-41.857,-23.0,-18.857
125,Indonesia,IDN,2020-06-21,-23.429,-7.286,11.714,-41.429,-22.857,-18.857
126,Indonesia,IDN,2020-06-22,-23.429,-7.571,11.714,-41.286,-22.714,-19.143
127,Indonesia,IDN,2020-06-23,-23.429,-7.857,11.714,-41.143,-22.714,-19.429
128,Indonesia,IDN,2020-06-24,-23.429,-8.143,11.714,-41.0,-22.571,-19.571
129,Indonesia,IDN,2020-06-25,-23.286,-7.714,11.714,-40.714,-22.143,-19.714
130,Indonesia,IDN,2020-06-26,-23.143,-7.286,11.714,-40.286,-21.857,-19.714
131,Indonesia,IDN,2020-06-27,-22.857,-7.0,11.714,-39.714,-21.286,-19.857
132,Indonesia,IDN,2020-06-28,-22.571,-6.571,11.571,-39.286,-20.571,-19.857
133,Indonesia,IDN,2020-06-29,-22.286,-6.143,11.429,-39.0,-20.0,-19.714
134,Indonesia,IDN,2020-06-30,-21.571,-5.143,11.286,-38.714,-19.571,-19.429
135,Indonesia,IDN,2020-07-01,-20.714,-3.857,11.143,-38.286,-19.0,-19.286
136,Indonesia,IDN,2020-07-02,-20.143,-3.429,11.143,-37.857,-18.714,-19.286
137,Indonesia,IDN,2020-07-03,-19.429,-2.714,11.0,-37.429,-18.0,-19.286
138,Indonesia,IDN,2020-07-04,-18.714,-2.143,10.857,-37.0,-17.143,-19.429
139,Indonesia,IDN,2020-07-05,-17.857,-1.286,10.714,-36.286,-16.143,-19.571
140,Indonesia,IDN,2020-07-06,-17.714,-1.143,10.714,-36.0,-16.429,-19.714
141,Indonesia,IDN,2020-07-07,-17.286,-1.0,10.714,-35.429,-16.0,-19.857
142,Indonesia,IDN,2020-07-08,-17.286,-1.571,10.714,-35.143,-16.0,-19.857
143,Indonesia,IDN,2020-07-09,-17.143,-1.571,10.714,-34.857,-15.857,-19.714
144,Indonesia,IDN,2020-07-10,-17.143,-1.857,10.714,-34.714,-15.857,-19.571
145,Indonesia,IDN,2020-07-11,-17.286,-2.0,10.714,-34.571,-16.0,-19.143
146,Indonesia,IDN,2020-07-12,-17.286,-2.286,10.857,-34.714,-16.286,-19.0
147,Indonesia,IDN,2020-07-13,-17.0,-2.286,10.857,-34.714,-16.143,-18.571
148,Indonesia,IDN,2020-07-14,-17.571,-3.143,11.0,-35.143,-16.857,-18.286
149,Indonesia,IDN,2020-07-15,-17.714,-3.429,11.143,-35.429,-17.286,-18.0
150,Indonesia,IDN,2020-07-16,-17.857,-3.714,11.143,-35.571,-17.571,-17.714
151,Indonesia,IDN,2020-07-17,-18.0,-4.0,11.286,-35.857,-17.857,-17.571
152,Indonesia,IDN,2020-07-18,-18.0,-4.286,11.429,-36.286,-18.143,-17.429
153,Indonesia,IDN,2020-07-19,-18.143,-4.571,11.429,-36.571,-18.429,-17.286
154,Indonesia,IDN,2020-07-20,-18.143,-4.571,11.429,-36.571,-18.429,-17.286
155,Indonesia,IDN,2020-07-21,-18.143,-4.714,11.429,-36.571,-18.429,-17.286
156,Indonesia,IDN,2020-07-22,-18.286,-5.0,11.429,-36.714,-18.429,-17.286
157,Indonesia,IDN,2020-07-23,-18.571,-5.286,11.429,-37.0,-18.571,-17.286
158,Indonesia,IDN,2020-07-24,-18.571,-5.286,11.429,-36.857,-18.286,-17.143
159,Indonesia,IDN,2020-07-25,-18.429,-5.0,11.429,-36.429,-18.143,-17.286
160,Indonesia,IDN,2020-07-26,-18.429,-4.857,11.571,-36.286,-18.143,-17.286
161,Indonesia,IDN,2020-07-27,-18.429,-4.714,11.571,-36.143,-17.857,-17.286
162,Indonesia,IDN,2020-07-28,-18.143,-4.0,11.571,-35.714,-17.429,-17.286
163,Indonesia,IDN,2020-07-29,-17.571,-2.714,11.571,-34.714,-16.714,-17.571
164,Indonesia,IDN,2020-07-30,-15.857,0.571,11.143,-32.286,-14.429,-18.143
165,Indonesia,IDN,2020-07-31,-17.286,-0.429,11.857,-33.429,-12.0,-24.143
166,Indonesia,IDN,2020-08-01,-17.857,-0.429,11.857,-34.0,-10.286,-26.143
167,Indonesia,IDN,2020-08-02,-17.714,0.143,11.429,-32.857,-8.857,-26.857
168,Indonesia,IDN,2020-08-03,-17.286,0.857,11.286,-32.143,-7.571,-27.143
169,Indonesia,IDN,2020-08-04,-17.0,1.286,11.143,-31.857,-6.714,-27.286
170,Indonesia,IDN,2020-08-05,-16.857,1.143,11.0,-32.143,-6.143,-27.286
171,Indonesia,IDN,2020-08-06,-17.714,-1.0,11.286,-33.857,-7.0,-27.0
172,Indonesia,IDN,2020-08-07,-15.714,0.714,10.286,-32.143,-8.286,-21.143
173,Indonesia,IDN,2020-08-08,-14.714,1.143,10.0,-31.0,-8.857,-19.143
174,Indonesia,IDN,2020-08-09,-14.286,1.0,10.0,-31.429,-9.143,-18.571
175,Indonesia,IDN,2020-08-10,-14.0,1.0,9.857,-31.571,-9.143,-18.286
176,Indonesia,IDN,2020-08-11,-14.143,0.429,9.857,-31.714,-9.571,-18.143
177,Indonesia,IDN,2020-08-12,-14.0,0.286,9.714,-31.714,-9.429,-18.0
178,Indonesia,IDN,2020-08-13,-14.286,-0.429,9.714,-31.857,-9.571,-17.857
179,Indonesia,IDN,2020-08-14,-14.143,-0.429,9.714,-31.571,-9.714,-17.857
180,Indonesia,IDN,2020-08-15,-14.0,-0.286,9.571,-30.857,-9.571,-17.857
181,Indonesia,IDN,2020-08-16,-13.714,0.0,9.571,-30.571,-8.143,-17.857
182,Indonesia,IDN,2020-08-17,-13.714,-0.571,10.429,-31.286,-2.714,-22.857
183,Indonesia,IDN,2020-08-18,-13.571,-0.286,10.286,-31.143,-1.714,-22.714
184,Indonesia,IDN,2020-08-19,-13.429,0.143,10.143,-30.571,-0.714,-22.571
185,Indonesia,IDN,2020-08-20,-13.0,0.571,10.857,-30.571,3.143,-26.857
186,Indonesia,IDN,2020-08-21,-13.143,0.286,11.286,-31.571,4.857,-29.143
187,Indonesia,IDN,2020-08-22,-13.714,-0.714,11.571,-32.857,5.571,-29.286
188,Indonesia,IDN,2020-08-23,-14.571,-1.714,11.714,-33.143,4.286,-29.0
189,Indonesia,IDN,2020-08-24,-15.0,-1.857,11.0,-32.571,-1.429,-23.714
190,Indonesia,IDN,2020-08-25,-15.0,-1.857,11.143,-32.714,-1.857,-23.571
191,Indonesia,IDN,2020-08-26,-15.429,-2.429,11.429,-33.429,-2.857,-23.429
192,Indonesia,IDN,2020-08-27,-15.571,-2.286,10.714,-33.286,-6.429,-18.857
193,Indonesia,IDN,2020-08-28,-15.571,-1.857,10.286,-32.571,-8.143,-16.286
194,Indonesia,IDN,2020-08-29,-15.143,-1.0,10.286,-32.143,-9.0,-15.714
195,Indonesia,IDN,2020-08-30,-14.286,0.143,10.143,-32.143,-8.429,-15.571
196,Indonesia,IDN,2020-08-31,-14.0,0.857,10.143,-32.143,-8.286,-15.571
197,Indonesia,IDN,2020-09-01,-13.571,1.714,10.143,-32.0,-8.143,-15.571
198,Indonesia,IDN,2020-09-02,-13.286,2.143,10.143,-31.857,-8.143,-15.714
199,Indonesia,IDN,2020-09-03,-13.286,2.143,10.143,-31.857,-8.571,-15.857
200,Indonesia,IDN,2020-09-04,-13.0,2.286,10.286,-31.857,-8.429,-16.0
201,Indonesia,IDN,2020-09-05,-12.714,2.571,10.286,-31.857,-8.0,-16.429
202,Indonesia,IDN,2020-09-06,-12.571,2.714,10.429,-31.857,-7.571,-16.857
203,Indonesia,IDN,2020-09-07,-12.429,2.714,10.429,-31.857,-7.429,-17.143
204,Indonesia,IDN,2020-09-08,-12.571,2.143,10.429,-32.0,-7.286,-17.429
205,Indonesia,IDN,2020-09-09,-12.714,1.857,10.429,-32.143,-7.143,-17.429
206,Indonesia,IDN,2020-09-10,-12.714,1.714,10.286,-32.143,-6.714,-17.429
207,Indonesia,IDN,2020-09-11,-12.857,1.143,10.0,-32.143,-6.571,-17.571
208,Indonesia,IDN,2020-09-12,-13.0,0.571,9.857,-32.143,-6.571,-17.571
209,Indonesia,IDN,2020-09-13,-13.429,-0.286,9.857,-32.286,-7.286,-17.714
210,Indonesia,IDN,2020-09-14,-14.143,-1.286,10.0,-33.429,-7.857,-17.714
211,Indonesia,IDN,2020-09-15,-14.857,-2.286,10.286,-34.571,-8.429,-17.714
212,Indonesia,IDN,2020-09-16,-15.143,-2.714,10.571,-35.429,-8.286,-17.857
213,Indonesia,IDN,2020-09-17,-15.571,-3.286,11.0,-36.429,-8.429,-18.0
214,Indonesia,IDN,2020-09-18,-16.286,-3.714,11.571,-37.571,-9.0,-18.0
215,Indonesia,IDN,2020-09-19,-17.0,-4.0,12.0,-38.857,-9.714,-18.0
216,Indonesia,IDN,2020-09-20,-18.0,-4.714,12.571,-40.429,-10.857,-18.143
217,Indonesia,IDN,2020-09-21,-18.429,-5.0,12.857,-40.429,-11.571,-18.286
218,Indonesia,IDN,2020-09-22,-19.143,-5.429,13.0,-40.429,-12.429,-18.571
219,Indonesia,IDN,2020-09-23,-20.286,-6.0,13.143,-40.429,-13.429,-18.857
220,Indonesia,IDN,2020-09-24,-21.286,-6.571,13.286,-40.286,-14.143,-19.143
221,Indonesia,IDN,2020-09-25,-22.0,-6.571,13.429,-40.0,-14.571,-19.571
222,Indonesia,IDN,2020-09-26,-22.714,-6.714,13.571,-39.571,-15.0,-19.857
223,Indonesia,IDN,2020-09-27,-23.0,-6.571,13.571,-38.857,-14.714,-20.286
224,Indonesia,IDN,2020-09-28,-23.286,-6.143,13.571,-38.429,-14.286,-20.429
225,Indonesia,IDN,2020-09-29,-23.286,-5.571,13.571,-37.857,-13.857,-20.429
226,Indonesia,IDN,2020-09-30,-22.857,-4.429,13.143,-37.286,-13.571,-20.571
227,Indonesia,IDN,2020-10-01,-22.429,-2.714,12.429,-36.714,-13.286,-20.714
228,Indonesia,IDN,2020-10-02,-21.857,-1.714,11.571,-36.286,-12.714,-20.857
229,Indonesia,IDN,2020-10-03,-21.143,-0.714,10.857,-35.714,-12.143,-21.429
230,Indonesia,IDN,2020-10-04,-20.286,0.571,10.0,-34.857,-11.286,-22.286
231,Indonesia,IDN,2020-10-05,-19.714,1.429,9.143,-34.429,-10.857,-22.714
232,Indonesia,IDN,2020-10-06,-19.286,2.0,8.286,-34.143,-10.286,-23.143
233,Indonesia,IDN,2020-10-07,-19.0,1.857,8.0,-34.143,-9.714,-23.143
234,Indonesia,IDN,2020-10-08,-18.714,1.143,8.286,-33.857,-8.571,-23.0
235,Indonesia,IDN,2020-10-09,-18.714,0.429,8.857,-34.143,-8.429,-22.714
236,Indonesia,IDN,2020-10-10,-19.143,-0.571,9.429,-34.571,-9.0,-22.143
237,Indonesia,IDN,2020-10-11,-19.0,-0.857,9.857,-34.857,-8.714,-21.143
238,Indonesia,IDN,2020-10-12,-19.0,-1.286,10.429,-34.857,-8.286,-20.571
239,Indonesia,IDN,2020-10-13,-19.0,-1.571,11.143,-35.143,-7.857,-20.143
240,Indonesia,IDN,2020-10-14,-18.714,-1.714,11.571,-35.143,-7.714,-19.714
241,Indonesia,IDN,2020-10-15,-18.429,-1.429,11.857,-35.143,-8.429,-19.429
242,Indonesia,IDN,2020-10-16,-18.429,-1.286,12.0,-34.714,-8.571,-19.286
243,Indonesia,IDN,2020-10-17,-17.714,-0.286,11.857,-33.857,-7.714,-19.143
244,Indonesia,IDN,2020-10-18,-17.714,-0.286,12.0,-33.286,-7.857,-19.143
245,Indonesia,IDN,2020-10-19,-18.143,-0.571,12.143,-33.143,-8.714,-19.143
246,Indonesia,IDN,2020-10-20,-18.143,-0.571,12.0,-32.571,-9.286,-19.0
247,Indonesia,IDN,2020-10-21,-18.714,-1.143,11.857,-32.429,-10.286,-19.143
248,Indonesia,IDN,2020-10-22,-18.857,-1.286,11.286,-32.286,-10.429,-19.429
249,Indonesia,IDN,2020-10-23,-18.571,-1.0,10.571,-31.857,-10.571,-19.571
250,Indonesia,IDN,2020-10-24,-18.714,-1.286,10.0,-31.714,-10.857,-19.714
251,Indonesia,IDN,2020-10-25,-18.714,-1.286,9.429,-31.571,-11.286,-20.143
252,Indonesia,IDN,2020-10-26,-18.286,-1.0,8.714,-31.286,-11.143,-20.286
253,Indonesia,IDN,2020-10-27,-17.857,-0.143,8.0,-30.286,-11.0,-20.429
254,Indonesia,IDN,2020-10-28,-16.429,1.857,7.571,-28.286,-8.429,-22.571
255,Indonesia,IDN,2020-10-29,-15.286,2.571,8.0,-27.429,-3.143,-27.286
256,Indonesia,IDN,2020-10-30,-15.0,2.429,8.286,-27.714,-1.0,-30.0
257,Indonesia,IDN,2020-10-31,-15.714,1.143,8.429,-27.857,-1.0,-31.0
258,Indonesia,IDN,2020-11-01,-15.571,1.286,8.286,-26.571,-0.571,-31.286
259,Indonesia,IDN,2020-11-02,-15.286,1.714,8.143,-25.857,-0.714,-31.286
260,Indonesia,IDN,2020-11-03,-15.143,1.429,8.143,-26.286,-1.286,-31.286
261,Indonesia,IDN,2020-11-04,-15.714,0.286,8.143,-27.714,-3.571,-29.286
262,Indonesia,IDN,2020-11-05,-16.714,-0.571,7.571,-28.714,-9.571,-24.714
263,Indonesia,IDN,2020-11-06,-16.714,-0.286,7.143,-28.286,-11.571,-22.143
264,Indonesia,IDN,2020-11-07,-15.571,0.857,7.0,-28.0,-11.429,-21.429
265,Indonesia,IDN,2020-11-08,-15.429,0.714,7.143,-29.0,-11.429,-21.429
266,Indonesia,IDN,2020-11-09,-15.571,0.429,7.286,-29.571,-11.143,-21.571
267,Indonesia,IDN,2020-11-10,-15.714,0.143,7.429,-29.714,-10.714,-21.714
268,Indonesia,IDN,2020-11-11,-15.714,0.143,7.429,-29.714,-10.571,-21.714
269,Indonesia,IDN,2020-11-12,-15.429,0.286,7.429,-29.429,-9.857,-21.571
270,Indonesia,IDN,2020-11-13,-15.429,0.0,7.571,-29.286,-9.857,-21.429
271,Indonesia,IDN,2020-11-14,-15.571,-0.143,7.571,-29.286,-10.143,-21.286
272,Indonesia,IDN,2020-11-15,-15.571,-0.286,7.429,-29.286,-10.286,-21.286
273,Indonesia,IDN,2020-11-16,-15.571,-0.429,7.429,-29.286,-10.429,-21.143
274,Indonesia,IDN,2020-11-17,-15.714,-0.571,7.429,-29.571,-10.571,-21.0
275,Indonesia,IDN,2020-11-18,-16.0,-0.857,7.429,-29.714,-10.571,-21.0
276,Indonesia,IDN,2020-11-19,-16.429,-1.143,7.429,-29.857,-11.429,-21.0
277,Indonesia,IDN,2020-11-20,-16.571,-1.143,7.429,-30.0,-11.857,-21.0
278,Indonesia,IDN,2020-11-21,-16.714,-1.143,7.429,-30.143,-12.286,-21.143
279,Indonesia,IDN,2020-11-22,-17.0,-1.429,7.571,-30.429,-13.286,-21.286
280,Indonesia,IDN,2020-11-23,-17.429,-2.143,7.571,-30.714,-14.286,-21.429
281,Indonesia,IDN,2020-11-24,-17.714,-2.571,7.571,-30.857,-15.143,-21.571
282,Indonesia,IDN,2020-11-25,-17.714,-2.429,7.571,-30.714,-15.857,-21.571
283,Indonesia,IDN,2020-11-26,-17.286,-1.857,7.571,-30.286,-15.571,-21.429
284,Indonesia,IDN,2020-11-27,-17.286,-1.857,7.429,-30.143,-15.714,-21.429
285,Indonesia,IDN,2020-11-28,-17.286,-1.714,7.429,-29.857,-16.143,-21.286
286,Indonesia,IDN,2020-11-29,-17.286,-1.571,7.429,-29.571,-16.429,-21.0
287,Indonesia,IDN,2020-11-30,-16.571,-0.143,7.286,-29.143,-15.857,-20.857
288,Indonesia,IDN,2020-12-01,-15.857,1.429,7.143,-28.571,-15.429,-20.714
289,Indonesia,IDN,2020-12-02,-15.429,2.286,7.0,-28.429,-15.143,-20.571
290,Indonesia,IDN,2020-12-03,-15.286,2.571,7.0,-28.714,-15.143,-20.571
291,Indonesia,IDN,2020-12-04,-15.0,3.143,7.0,-28.714,-15.286,-20.571
292,Indonesia,IDN,2020-12-05,-15.0,3.286,7.0,-28.714,-15.429,-20.571
